Dīgha Nikāya 25 ||| Long Discourses 25
Yathānusiṭṭhaṁ tathā paṭipajjamāno—yassatthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissati satta māsāni. ||| seven months …
Tiṭṭhantu, nigrodha, satta māsāni …
cha māsāni … ||| six months …
pañca māsāni … ||| five months …
cattāri māsāni … ||| four months …
tīṇi māsāni … ||| three months …
dve māsāni … ||| two months …
ekaṁ māsaṁ … ||| one month …
aḍḍhamāsaṁ. ||| a fortnight.
Tiṭṭhatu, nigrodha, aḍḍhamāso. ||| Let alone a fortnight.
Etu viññū puriso asaṭho amāyāvī ujujātiko, ahamanusāsāmi ahaṁ dhammaṁ desemi. ||| Let a sensible person come—neither devious nor deceitful, a person of integrity. I teach and instruct them.
Yathānusiṭṭhaṁ tathā paṭipajjamāno—yassatthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissati sattāhaṁ’. ||| By practicing as instructed they will realize the supreme end of the spiritual path in this very life, in seven days.
6. Paribbājakānaṁpajjhāyana ||| 6. The Wanderers Feel Depressed
Siyā kho pana te, nigrodha, evamassa: ||| Nigrodha, you might think,
‘antevāsikamyatā no samaṇo gotamo evamāhā’ti. ||| ‘The ascetic Gotama speaks like this because he wants pupils.’
Na kho panetaṁ, nigrodha, evaṁ daṭṭhabbaṁ. ||| But you should not see it like this.
Yo eva vo ācariyo, so eva vo ācariyo hotu. ||| Let your tutor remain your tutor.
Siyā kho pana te, nigrodha, evamassa: ||| You might think,
‘uddesā no cāvetukāmo samaṇo gotamo evamāhā’ti. ||| ‘The ascetic Gotama speaks like this because he wants us to give up our recitation.’
Na kho panetaṁ, nigrodha, evaṁ daṭṭhabbaṁ. ||| But you should not see it like this.
Yo eva vo uddeso so eva vo uddeso hotu. ||| Let your recitation remain as it is.
Siyā kho pana te, nigrodha, evamassa: ||| You might think,
‘ājīvā no cāvetukāmo samaṇo gotamo evamāhā’ti. ||| ‘The ascetic Gotama speaks like this because he wants us to give up our livelihood.’
Na kho panetaṁ, nigrodha, evaṁ daṭṭhabbaṁ. ||| But you should not see it like this.
Yo eva vo ājīvo, so eva vo ājīvo hotu. ||| Let your livelihood remain as it is.
Siyā kho pana te, nigrodha, evamassa: ||| You might think,
‘ye no dhammā akusalā akusalasaṅkhātā sācariyakānaṁ, tesu patiṭṭhāpetukāmo samaṇo gotamo evamāhā’ti. ||| ‘The ascetic Gotama speaks like this because he wants us to start doing things that are unskillful and considered unskillful in our tradition.’
Na kho panetaṁ, nigrodha, evaṁ daṭṭhabbaṁ. ||| But you should not see it like this.
Akusalā ceva vo te dhammā hontu akusalasaṅkhātā ca sācariyakānaṁ. ||| Let those things that are unskillful and considered unskillful in your tradition remain as they are.
Siyā kho pana te, nigrodha, evamassa: ||| You might think,
‘ye no dhammā kusalā kusalasaṅkhātā sācariyakānaṁ, tehi vivecetukāmo samaṇo gotamo evamāhā’ti. ||| ‘The ascetic Gotama speaks like this because he wants us to stop doing things that are skillful and considered skillful in our tradition.’
Na kho panetaṁ, nigrodha, evaṁ daṭṭhabbaṁ. ||| But you should not see it like this.
Kusalā ceva vo te dhammā hontu kusalasaṅkhātā ca sācariyakānaṁ. ||| Let those things that are skillful and considered skillful in your tradition remain as they are.
Iti khvāhaṁ, nigrodha, neva antevāsikamyatā evaṁ vadāmi, napi uddesā cāvetukāmo evaṁ vadāmi, napi ājīvā cāvetukāmo evaṁ vadāmi, napi ye vo dhammā akusalā akusalasaṅkhātā sācariyakānaṁ, tesu patiṭṭhāpetukāmo evaṁ vadāmi, napi ye vo dhammā kusalā kusalasaṅkhātā sācariyakānaṁ, tehi vivecetukāmo evaṁ vadāmi. ||| I do not speak for any of these reasons.
Santi ca kho, nigrodha, akusalā dhammā appahīnā saṅkilesikā ponobbhavikā sadarā dukkhavipākā āyatiṁ jātijarāmaraṇiyā, yesāhaṁ pahānāya dhammaṁ desemi. ||| Nigrodha, there are things that are unskillful, corrupting, leading to future lives, hurtful, resulting in suffering and future rebirth, old age, and death. I teach Dhamma so that those things may be given up.
Yathāpaṭipannānaṁ vo saṅkilesikā dhammā pahīyissanti, vodānīyā dhammā abhivaḍḍhissanti, paññāpāripūriṁ vepullattañca diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissathā”ti. ||| When you practice accordingly, corrupting qualities will be given up in you and cleansing qualities will grow. You’ll enter and remain in the fullness and abundance of wisdom, having realized it with your own insight in this very life.”
Evaṁ vutte, te paribbājakā tuṇhībhūtā maṅkubhūtā pattakkhandhā adhomukhā pajjhāyantā appaṭibhānā nisīdiṁsu yathā taṁ mārena pariyuṭṭhitacittā. ||| When this was said, those wanderers sat silent, dismayed, shoulders drooping, downcast, depressed, with nothing to say, as if their minds were possessed by Māra.
Atha kho bhagavato etadahosi: ||| Then it occurred to the Buddha,
“sabbepime moghapurisā phuṭṭhā pāpimatā. ||| “All these silly people have been touched by the Wicked One!
Yatra hi nāma ekassapi na evaṁ bhavissati: ||| For not even a single one thinks,
‘handa mayaṁ aññāṇatthampi samaṇe gotame brahmacariyaṁ carāma, kiṁ karissati sattāho’”ti? ||| ‘Come, let us lead the spiritual life under the ascetic Gotama for the sake of enlightenment—for what do seven days matter?’”
Atha kho bhagavā udumbarikāya paribbājakārāme sīhanādaṁ naditvā vehāsaṁ abbhuggantvā gijjhakūṭe pabbate paccupaṭṭhāsi. ||| Then the Buddha, having roared his lion’s roar in the lady Udumbarikā’s monastery for wanderers, rose into the air and landed on Vulture’s Peak.
Sandhāno pana gahapati tāvadeva rājagahaṁ pāvisīti. ||| Meanwhile, the householder Sandhāna went right back to Rājagaha.
Udumbarikasuttaṁ niṭṭhitaṁ dutiyaṁ.
