Dīgha Nikāya 5 ||| Long Discourses 5
“Ko nu kho, bho gotama, hetu ko paccayo, yena taṁ niccadānaṁ anukulayaññaṁ imāya tividhāya yaññasampadāya soḷasaparikkhārāya appaṭṭhatarañca appasamārambhatarañca mahapphalatarañca mahānisaṁsatarañcā”ti? ||| “What is the cause, Mister Gotama, what is the reason why those regular gifts as propitious sacrifice have fewer obligations and undertakings, yet are more fruitful and beneficial, compared with the sacrifice accomplished with three modes and sixteen accessories?”
“Na kho, brāhmaṇa, evarūpaṁ yaññaṁ upasaṅkamanti arahanto vā arahattamaggaṁ vā samāpannā. ||| “Because neither perfected ones nor those who are on the path to perfection will attend such a sacrifice.
Taṁ kissa hetu? ||| Why is that?
Dissanti hettha, brāhmaṇa, daṇḍappahārāpi galaggahāpi, tasmā evarūpaṁ yaññaṁ na upasaṅkamanti arahanto vā arahattamaggaṁ vā samāpannā. ||| Because beatings and throttlings are seen there.
Yāni kho pana tāni, brāhmaṇa, niccadānāni anukulayaññāni sīlavante pabbajite uddissa diyyanti; ||| But the regular gifts as propitious sacrifice given specially to ethical renunciates;
evarūpaṁ kho, brāhmaṇa, yaññaṁ upasaṅkamanti arahanto vā arahattamaggaṁ vā samāpannā. ||| perfected ones and those who are on the path to perfection will attend such a sacrifice.
Taṁ kissa hetu? ||| Why is that?
Na hettha, brāhmaṇa, dissanti daṇḍappahārāpi galaggahāpi, tasmā evarūpaṁ yaññaṁ upasaṅkamanti arahanto vā arahattamaggaṁ vā samāpannā. ||| Because no beatings and throttlings are seen there.
Ayaṁ kho, brāhmaṇa, hetu ayaṁ paccayo, yena taṁ niccadānaṁ anukulayaññaṁ imāya tividhāya yaññasampadāya soḷasaparikkhārāya appaṭṭhatarañca appasamārambhatarañca mahapphalatarañca mahānisaṁsatarañcā”ti. ||| This is the cause, brahmin, this is the reason why those regular gifts as propitious sacrifice have fewer obligations and undertakings, yet are more fruitful and beneficial, compared with the sacrifice accomplished with three modes and sixteen accessories.”
“Atthi pana, bho gotama, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But Mister Gotama, apart from that sacrifice accomplished with three modes and sixteen accessories and those regular gifts as propitious sacrifice, is there any other sacrifice that has fewer obligations and undertakings, yet is more fruitful and beneficial?”
“Atthi kho, brāhmaṇa, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti. ||| “There is, brahmin.”
“Katamo pana so, bho gotama, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But what is it?”
“Yo kho, brāhmaṇa, cātuddisaṁ saṅghaṁ uddissa vihāraṁ karoti, ayaṁ kho, brāhmaṇa, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti. ||| “When someone gives a dwelling specially for the Saṅgha of the four quarters.”
“Atthi pana, bho gotama, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But is there any other sacrifice that has fewer obligations and undertakings, yet is more fruitful and beneficial?”
“Atthi kho, brāhmaṇa, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti.
“Katamo pana so, bho gotama, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti?
“Yo kho, brāhmaṇa, pasannacitto buddhaṁ saraṇaṁ gacchati, dhammaṁ saraṇaṁ gacchati, saṅghaṁ saraṇaṁ gacchati; ||| “When someone with confident heart goes for refuge to the Buddha, the teaching, and the Saṅgha.”
ayaṁ kho, brāhmaṇa, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti.
“Atthi pana, bho gotama, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But is there any other sacrifice that has fewer obligations and undertakings, yet is more fruitful and beneficial?”
“Atthi kho, brāhmaṇa, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti.
“Katamo pana so, bho gotama, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti?
“Yo kho, brāhmaṇa, pasannacitto sikkhāpadāni samādiyati— ||| “When someone with a confident heart undertakes the training rules
pāṇātipātā veramaṇiṁ, adinnādānā veramaṇiṁ, kāmesumicchācārā veramaṇiṁ, musāvādā veramaṇiṁ, surāmerayamajjapamādaṭṭhānā veramaṇiṁ. ||| to refrain from killing living creatures, stealing, sexual misconduct, lying, and beer, wine, and liquor intoxicants.”
Ayaṁ kho, brāhmaṇa, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti.
“Atthi pana, bho gotama, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi imehi ca sikkhāpadehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But is there any other sacrifice that has fewer obligations and undertakings, yet is more fruitful and beneficial?”
“Atthi kho, brāhmaṇa, añño yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi imehi ca sikkhāpadehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti. ||| “There is, brahmin.
“Katamo pana so, bho gotama, yañño imāya ca tividhāya yaññasampadāya soḷasaparikkhārāya iminā ca niccadānena anukulayaññena iminā ca vihāradānena imehi ca saraṇagamanehi imehi ca sikkhāpadehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti?
“Idha, brāhmaṇa, tathāgato loke uppajjati arahaṁ sammāsambuddho …pe… ||| It’s when a Realized One arises in the world, perfected, a fully awakened Buddha …
Evaṁ kho, brāhmaṇa, bhikkhu sīlasampanno hoti …pe… ||| That’s how a mendicant is accomplished in ethics. …
paṭhamaṁ jhānaṁ upasampajja viharati. ||| They enter and remain in the first absorption …
Ayaṁ kho, brāhmaṇa, yañño purimehi yaññehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro ca …pe… ||| This sacrifice has fewer obligations and undertakings than the former, yet is more fruitful and beneficial. …
Dutiyaṁ jhānaṁ … ||| They enter and remain in the second absorption …
tatiyaṁ jhānaṁ … ||| third absorption …
catutthaṁ jhānaṁ upasampajja viharati. ||| fourth absorption.
Ayampi kho, brāhmaṇa, yañño purimehi yaññehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cāti. …pe… ||| This sacrifice has fewer obligations and undertakings than the former, yet is more fruitful and beneficial. …
Ñāṇadassanāya cittaṁ abhinīharati abhininnāmeti … ||| They project and extend the mind toward knowledge and vision …
ayampi kho, brāhmaṇa, yañño purimehi yaññehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro ca …pe… ||| This sacrifice has fewer obligations and undertakings than the former, yet is more fruitful and beneficial.
nāparaṁ itthattāyāti pajānāti. ||| They understand: ‘… there is nothing further for this place.’
Ayampi kho, brāhmaṇa, yañño purimehi yaññehi appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro ca. ||| This sacrifice has fewer obligations and undertakings than the former, yet is more fruitful and beneficial.
Imāya ca, brāhmaṇa, yaññasampadāya aññā yaññasampadā uttaritarā vā paṇītatarā vā natthī”ti. ||| And, brahmin, there is no other accomplishment of sacrifice which is better and finer than this.”
6. Kūṭadantaupāsakattapaṭivedanā ||| 6. Kūṭadanta Declares Himself a Lay Follower
Evaṁ vutte, kūṭadanto brāhmaṇo bhagavantaṁ etadavoca: ||| When he had spoken, Kūṭadanta said to the Buddha,
“abhikkantaṁ, bho gotama, abhikkantaṁ, bho gotama. ||| “Excellent, worthy Gotama! Excellent!
Seyyathāpi, bho gotama, nikkujjitaṁ vā ukkujjeyya, paṭicchannaṁ vā vivareyya, mūḷhassa vā maggaṁ ācikkheyya, andhakāre vā telapajjotaṁ dhāreyya: ‘cakkhumanto rūpāni dakkhantī’ti; evamevaṁ bhotā gotamena anekapariyāyena dhammo pakāsito. ||| As if he were righting the overturned, or revealing the hidden, or pointing out the path to the lost, or lighting a lamp in the dark so people with clear eyes can see what’s there, worthy Gotama has made the Teaching clear in many ways.
Esāhaṁ bhavantaṁ gotamaṁ saraṇaṁ gacchāmi dhammañca bhikkhusaṅghañca. ||| I go for refuge to the worthy Gotama, to the teaching, and to the mendicant Saṅgha.
Upāsakaṁ maṁ bhavaṁ gotamo dhāretu ajjatagge pāṇupetaṁ saraṇaṁ gataṁ. ||| From this day forth, may the worthy Gotama remember me as a lay follower who has gone for refuge for life.
Esāhaṁ, bho gotama, satta ca usabhasatāni satta ca vacchatarasatāni satta ca vacchatarīsatāni satta ca ajasatāni satta ca urabbhasatāni muñcāmi, jīvitaṁ demi, haritāni ceva tiṇāni khādantu, sītāni ca pānīyāni pivantu, sīto ca nesaṁ vāto upavāyatū”ti. ||| And these bulls, bullocks, heifers, goats, and rams—seven hundred of each—I release them, I grant them life! Let them eat green grass and drink cool water, and may a cool breeze blow upon them!”
7. Sotāpattiphalasacchikiriyā ||| 7. The Realization of the Fruit of Stream-Entry
Atha kho bhagavā kūṭadantassa brāhmaṇassa anupubbiṁ kathaṁ kathesi, seyyathidaṁ— ||| Then the Buddha taught Kūṭadanta step by step, with
dānakathaṁ sīlakathaṁ saggakathaṁ; kāmānaṁ ādīnavaṁ okāraṁ saṅkilesaṁ nekkhamme ānisaṁsaṁ pakāsesi. ||| a talk on giving, ethical conduct, and heaven. He explained the drawbacks of sensual pleasures, so sordid and corrupt, and the benefit of renunciation.
Yadā bhagavā aññāsi kūṭadantaṁ brāhmaṇaṁ kallacittaṁ muducittaṁ vinīvaraṇacittaṁ udaggacittaṁ pasannacittaṁ, atha yā buddhānaṁ sāmukkaṁsikā dhammadesanā, taṁ pakāsesi— ||| And when he knew that Kūṭadanta’s mind was ready, pliable, rid of hindrances, elated, and confident he explained the special teaching of the Buddhas:
dukkhaṁ samudayaṁ nirodhaṁ maggaṁ. ||| suffering, its origin, its cessation, and the path.
Seyyathāpi nāma suddhaṁ vatthaṁ apagatakāḷakaṁ sammadeva rajanaṁ paṭiggaṇheyya; ||| Just as a clean cloth rid of stains would properly absorb dye,
evameva kūṭadantassa brāhmaṇassa tasmiññeva āsane virajaṁ vītamalaṁ dhammacakkhuṁ udapādi: ||| in that very seat the stainless, immaculate vision of the Dhamma arose in the brahmin Kūṭadanta:
“yaṁ kiñci samudayadhammaṁ sabbaṁ taṁ nirodhadhamman”ti. ||| “Everything that is liable to arise is liable to cease.”
Atha kho kūṭadanto brāhmaṇo diṭṭhadhammo pattadhammo viditadhammo pariyogāḷhadhammo tiṇṇavicikiccho vigatakathaṅkatho vesārajjappatto aparappaccayo satthusāsane bhagavantaṁ etadavoca: ||| Then Kūṭadanta saw, attained, understood, and fathomed the Dhamma. He went beyond doubt, got rid of indecision, and became self-assured and independent of others regarding the Teacher’s instructions. He said to the Buddha,
“adhivāsetu me bhavaṁ gotamo svātanāya bhattaṁ saddhiṁ bhikkhusaṅghenā”ti. ||| “Would the worthy Gotama together with the mendicant Saṅgha please accept tomorrow’s meal from me?”
Adhivāsesi bhagavā tuṇhībhāvena. ||| The Buddha consented with silence.
Atha kho kūṭadanto brāhmaṇo bhagavato adhivāsanaṁ viditvā uṭṭhāyāsanā bhagavantaṁ abhivādetvā padakkhiṇaṁ katvā pakkāmi. ||| Then, knowing that the Buddha had consented, Kūṭadanta got up from his seat, bowed, and respectfully circled the Buddha, keeping him on his right, before leaving.
Atha kho kūṭadanto brāhmaṇo tassā rattiyā accayena sake yaññavāṭe paṇītaṁ khādanīyaṁ bhojanīyaṁ paṭiyādāpetvā bhagavato kālaṁ ārocāpesi: ||| And when the night had passed Kūṭadanta had delicious fresh and cooked foods prepared in his own sacrificial enclosure. Then he had the Buddha informed of the time, saying,
“kālo, bho gotama; niṭṭhitaṁ bhattan”ti. ||| “It’s time, worthy Gotama, the meal is ready.”
Atha kho bhagavā pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya saddhiṁ bhikkhusaṅghena yena kūṭadantassa brāhmaṇassa yaññavāṭo tenupasaṅkami; upasaṅkamitvā paññatte āsane nisīdi. ||| Then the Buddha robed up in the morning and, taking his bowl and robe, went to the sacrificial enclosure of Kūṭadanta together with the mendicant Saṅgha, where he sat on the seat spread out.
Atha kho kūṭadanto brāhmaṇo buddhappamukhaṁ bhikkhusaṅghaṁ paṇītena khādanīyena bhojanīyena sahatthā santappesi sampavāresi. ||| Then Kūṭadanta served and satisfied the mendicant Saṅgha headed by the Buddha with his own hands with delicious fresh and cooked foods.
Atha kho kūṭadanto brāhmaṇo bhagavantaṁ bhuttāviṁ onītapattapāṇiṁ aññataraṁ nīcaṁ āsanaṁ gahetvā ekamantaṁ nisīdi. ||| When the Buddha had eaten and washed his hand and bowl, Kūṭadanta took a low seat and sat to one side.
Ekamantaṁ nisinnaṁ kho kūṭadantaṁ brāhmaṇaṁ bhagavā dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṁsetvā uṭṭhāyāsanā pakkāmīti. ||| Then the Buddha educated, encouraged, fired up, and inspired him with a Dhamma talk, after which he got up from his seat and left.
Kūṭadantasuttaṁ niṭṭhitaṁ pañcamaṁ.
