སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ། ||| Homage to all buddhas and bodhisattvas!
རིགས་ཀྱི་བུ་བློན་པོ་གང་ལ་ལྟུང་བའི་རྩ་བ་ལྔ་པོ་འདི་དག་ལས་ལྟུང་བའི་རྩ་བ་གང་ཡང་རུང་བ་ཞིག་བྱུང་ན། ||| “Son of noble family, if a minister commits any of the five root transgressions he will forfeit all previously generated roots of virtue, and will be in a state of transgression.
བློན་པོ་དེ་སྔོན་དགེ་བའི་རྩ་བ་བསྐྱེད་པ་ཐམས་ཅད་སྤྲུགས་པར་འགྱུར། ལྟུང་བའི་དངོས་པོར་འགྱུར། ལྷ་དང་མིའི་བདེ་བ་ཐམས་ཅད་ལས་ཕས་ཕམ་པར་འགྱུར། སེམས་ཅན་དམྱལ་བ་ལ་གཞོལ་བར་འགྱུར་ཏེ། ||| Such a minister will be deprived of any happiness of the god and human realms, and will descend to the hell realms.
དེ་དག་གི་དོན་གྱི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ཀླ་ཀློའི་ཡུལ་དེ་ལྟ་བུ་གཞན་དག་ཏུ་གནས་ཤིང་སྐྱེ་བ་འབྱུང་བ་ཡང་སྟོན་ཏེ། ||| Then, for the sake of such a person, the bodhisattva Ākāśagarbha will be born, live, and teach in the land of the uncivilized or another place.
ལ་ལར་ནི་དགེ་སྦྱོང་གི་གཟུགས་དང་། ཆ་ལུགས་དང་། སྤྱོད་ལམ་གྱིས་སེམས་ཅན་རྣམས་ལ་ཆོས་འཆད། ལ་ལར་ནི་བུ་མོའི་བར་གྱི་གཟུགས་ཀྱིས་ཆོས་འཆད་དེ། ། ||| For some beings he will manifest in the form, attire, and conduct of a monk, for others in various other forms and attires, including that of a girl, and he will teach the Dharma.
གང་དང་གང་དག་ཏུ་སྐྱེ་བར་འབྱུང་བར་སྟོན་པ་དེ་དང་དེ་དག་ཏུ་ཡང་བློན་པོ་དེ་དག་ལ་ཆོས་འཆད་དེ་ ||| “Irrespective of where and in which guise he has manifested, he will explain the Dharma to those ministers.
སྔོན་མ་བྱུང་བ། སྔན་ཆད་མ་བྱུང་བ། ཐམས་ཅད་མཁྱེན་པས་བཤད་པ། ཟབ་མོ་ཟབ་པའི་མདོ་སྡེ་དང་། གཟུངས་དང་། བཟོད་པ་དང་། ས་དག་འཆད་པར་བྱེད། སྟོན་པར་བྱེད་དེ། ||| He will explain and teach the hitherto unheard of, the unprecedented, the instructions of the omniscient one, the deep and profound sūtras, the dhāraṇīs, tolerance, and the grounds.
དེའི་ཕྱིར་བློན་པོ་དེ་སྔོན་བྱས་པའི་མི་དགེ་བའི་སྡིག་པའི་ལས་ལ་ངོ་ཚ་བར་བྱེད། ||| Then those ministers will be made to develop shame about their previous unwholesome negative actions.
སྨོད་པར་བྱེད། ལས་ཀྱི་སྒྲིབ་པ་དེ་ཡང་འཆགས་པར་བྱེད། གཏོང་བར་བྱེད། སྤོང་བར་བྱེད་དོ། ། ||| They will reprimand themselves and disclose, give up, and relinquish negative actions.
དེ་སྦྱིན་པ་དང་། དུལ་བ་དང་། སྡོམ་པ་ལ་རྟུལ་བའི་ནན་ཏན་ལ་གནས་ཤིང་མཐོ་རིས་ལ་གཞོལ་བར་འགྱུར་རོ། ། ||| They will develop great enthusiasm for giving, discipline, taking precepts, and determination, and they will reach the higher realms.
རིགས་ཀྱི་བུ་ཉན་ཐོས་རྣམས་ཀྱི་ལྟུང་བའི་རྩ་བ་ནི་ལྔའོ། ། ||| “Son of noble family, there are five root transgressions for śrāvakas.
ལྔ་གང་ཞེ་ན། ||| Which are the five?
སྲོག་གཅོད་པ་དང་། ||| They are killing,
མ་བྱིན་པར་ལེན་པ་དང་། ||| taking what was not given,
མི་ཚངས་པར་སྤྱོད་པ་དང་། ||| impure conduct,
བརྫུན་དུ་སྨྲ་བ་དང་། གང་དེ་བཞིན་གཤེགས་པའི་སྐུ་འཇོམས་ཤིང་ཁྲག་འབྱིན་པར་བྱེད་པ་སྟེ། ||| lying, and physically harming or drawing blood from the body of a tathāgata.
ལྔ་པོ་དེ་དག་གོ། ||| These are the five.
རྟག་ཏུ་ཇི་ལྟར་བཤད་པ་བཞིན་དུ་ ||| According to how it has always been explained,
གང་ངའི་ཉན་ཐོས་ལྟུང་བའི་རྩ་བ་ལྔ་པོ་དེ་དག་ལས་ལྟུང་བའི་རྩ་བ་གང་ཡང་རུང་བ་ཞིག་བྱུང་ན། ||| when my śrāvakas commit any of these root transgressions,
དེ་དག་གི་དོན་གྱི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་དེ་ལྟ་བུའི་ཡུལ་གཞན་དག་ཏུ་སྐྱེ་བ་འབྱུང་བར་སྟོན་ཅིང་ ||| the bodhisattva Ākāśagarbha will manifest birth in different places for the benefit of those beings.
ལ་ལར་ནི་དགེ་སྦྱོང་གི་གཟུགས་དང་། ཆ་ལུགས་དང་། སྤྱོད་ལམ་གྱིས་འཆད་དེ། སྔ་མ་བཞིན་གྱི་བར་དུ་མཐོ་རིས་ལ་གཞོལ་བར་འགྱུར་རོ། ། ||| To some he teaches in the form of a monastic with the appropriate attire and conduct, and so forth, including all forms previously mentioned, and those beings will reach the higher realms.
ཐེག་པ་ཆེན་པོ་ལ་ཡང་དག་པར་ཞུགས་པའི་རིགས་ཀྱི་བུ་ལས་དང་པོ་པ་དག་གི་ལྟུང་བའི་རྩ་བ་ནི་བརྒྱད་དེ། ། ||| “There are eight root transgressions for sons of noble family who are beginners and who have correctly embarked on the Mahāyāna path.
ལྟུང་བའི་རྩ་བ་དེ་དག་གིས་འཁྲུལ་པར་གྱུར་པ་ཐེག་པ་ཆེན་པོ་ལ་ཡང་དག་པར་ཞུགས་པ་ལས་དང་པོ་པ་དག་ནི་སྔོན་དགེ་བའི་རྩ་བ་བསྐྱེད་པ་ཐམས་ཅད་སྤྲུགས་པར་འགྱུར། ||| These root transgressions cause confusion, and beginners who have correctly entered the Mahāyāna will forfeit the entirety of their previously generated roots of virtue, and they will be in a state of transgression.
ལྟུང་བའི་དངོས་པོར་འགྱུར་ཞིང་ལྷ་དང་། མི་དང་ཐེག་པ་ཆེན་པོའི་བདེ་བ་ལས་ཕས་ཕམ་པར་འགྱུར། ངན་སོང་དུ་འགྲོ་བར་འགྱུར། དགེ་བའི་བཤེས་གཉེན་དང་བྲལ་ཞིང་འཁོར་བ་ན་ཡུན་རིང་དུ་གནས་པར་འགྱུར་རོ། ||| They will be deprived of the happiness of gods, of humans, and of the Mahāyāna, go to the lower realms, be separated from a spiritual friend, and remain in saṃsāra for a very long time.
བརྒྱད་གང་ཞེ་ན། ||| What are the eight?
སེམས་ཅན་གང་དག་སྔོན་ངན་པར་སྤྱད་པའི་རྒྱུས་ཉོན་མོངས་པ་སྙིགས་མ་ལྔ་དང་ལྡན་པའི་འཇིག་རྟེན་གྱི་ཁམས་འདིར་སྐྱེས་ནས་ ||| “There are beings who were born in this worldly realm of afflictions and five impurities because they conducted themselves in evil ways in the past.
དེ་དག་དགེ་བའི་རྩ་བ་ཆུང་ངུ་དང་ལྡན་པ་ལས་དགེ་བའི་བཤེས་གཉེན་ལ་བརྟེན་ཏེ། ཐེག་པ་ཆེན་པོ་ཤིན་ཏུ་ཟབ་པ་འདི་ཉན་ཅིང་ ||| They rely upon a spiritual friend and listen to the most profound Mahāyāna owing to the tiny root of virtue they possess.
རིགས་ཀྱི་བུ་དེ་དག་བློ་ཆུང་ངུ་ཟིན་གྱིས་ཀྱང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་དོ། ||| Though they do so with little understanding, those sons of noble family give birth to the aspiration to unsurpassable, perfectly complete enlightenment.
དེ་དག་གི་ནང་ནས་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་དེ་ཤིན་ཏུ་ཟབ་པའི་སྟོང་པ་དང་ལྡན་པའི་མདོ་སྡེ་འདི་ཉན་པར་བྱེད། ལུང་སྦྱིན་པར་བྱེད། ཀློག་པར་བྱེད་དེ། ||| Some beginner bodhisattvas among them listen to the collection of sūtras that present the most profound emptiness, transmit, and read them.
དེ་དག་ཇི་ལྟར་ཐོས་པ་དང་། དེ་དག་ཇི་ལྟར་ཀུན་ཆུབ་པར་བྱེད་པ་དེ་བཞིན་དུ་སེམས་ཅན་གཞན་སྔོན་གྱི་བློ་དང་འདྲ་བ་དག་གི་མདུན་དུ་དོན་དང་བཅས། ཚིག་འབྲུ་དང་བཅས་པར་རྒྱ་ཆེར་དྲན་པར་བྱེད། སྟོན་པར་བྱེད་པ་དང་། ||| In the presence of other sentient beings who understand as little as those just mentioned, they recall these sūtras in great detail in word and meaning, just as they heard and understood them, and they teach them to others.
དཀའ་བ་མ་བྱས་པའི་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་དེ་དག་ཐོས་ནས་འཇིགས་པར་འགྱུར། དངངས་པར་འགྱུར། སྐྲག་པར་འགྱུར་ཏེ། ||| When those ordinary, immature beings who have not gone through arduous training hear such profound sūtras, they become extremely frightened and terrified.
སྐྲག་པས་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ལས་ལྡོག་ཅིང་ཉན་ཐོས་ཀྱི་ཐེག་པ་ལ་སེམས་སྨོན་པར་འགྱུར་བ་ ||| Because they are terrified, they turn back from attaining unsurpassable, perfectly complete enlightenment and aspire to the vehicle of the śrāvakas.
དེ་ནི་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལྟུང་བའི་རྩ་བ་དང་པོ་སྟེ། ||| This is the first root transgression for a beginner bodhisattva.
རིགས་ཀྱི་བུ་ལྟུང་བའི་རྩ་བ་དེས་དགེ་བའི་རྩ་བ་སྔོན་བསྐྱེད་པ་ཐམས་ཅད་སྤྲུགས་པར་འགྱུར། ||| “Son of noble family, due to this root transgression, they will forfeit the entirety of their previously generated roots of virtue.
ལྟུང་བའི་དངོས་པོར་འགྱུར། མཐོ་རིས་དང་ཐར་པའི་བདེ་བ་ལས་ཕས་ཕམ་པར་འགྱུར། ||| They will be in a state of transgression and be deprived of the happiness of the higher realms and of liberation.
དེའི་བྱང་ཆུབ་ཀྱི་སེམས་བསླུས་ཤིང་ངན་སོང་དུ་འགྲོ་བར་འགྱུར་རོ། ། ||| They will betray their bodhicitta, the mind of enlightenment , and go to the lower realms.
དེ་བས་ན་འདི་ལྟ་སྟེ། ||| “It is like this:
དཔེར་ན་རྒྱ་མཚོ་ཆེན་པོ་བགས་ཀྱིས་གཞོལ་བ་དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་ཅན་ཕ་རོལ་དང་། གང་ཟག་ཕ་རོལ་གྱི་བསམ་པ་དང་། བག་ལ་ཉལ་ཐོག་མར་ཤེས་པར་བྱ་སྟེ། ||| Just as, for instance, one travels the great ocean in stages, similarly bodhisattvas must initially know other sentient beings, their inclinations and latent tendencies.
བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་བསམ་པ་ཇི་ལྟ་བ་བཞིན་དུ་རིམ་གྱིས་ཆོས་བཤད་པར་བྱའོ། ། ||| In accordance with the other beginner bodhisattvas’ predispositions, they must teach the Dharma step by step.
བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ཡང་དེ་དག་གི་ཕྱིར་དེ་ལྟ་བུའི་ཡུལ་གཞན་དག་ཏུ་སྐྱེ་ཞིང་འབྱུང་བར་སྟོན་ཏེ། ||| “The bodhisattva Ākāśagarbha manifests his birth and appears in different places for their benefit.
དེའི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་དེ་ལྟ་བུའི་ལྟུང་བའི་རྩ་བ་བྱུང་བར་གྱུར་ལ་ངན་སོང་གིས་འཇིགས་སྐྲག་ནས། དེ་དག་གལ་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོའི་མིང་ཐོས་ནས་ལྟུང་བ་དེ་དག་བཤགས་པའི་ཕྱིར་མཐོང་བར་འདོད་ན། ། ||| Therefore, if beginner bodhisattvas who have incurred such a root transgression and are terrified by the lower realms hear the name of the bodhisattva Ākāśagarbha and wish to see him in order to disclose those transgressions,
དེས་ཐོ་རངས་ཀྱི་ཐུན་ལ་ཨ་ག་རུའམ། རྒྱ་སྤོས་སམ། བདུག་པས་བདུགས་ནས་ཐལ་མོ་སྦྱར་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོའི་མིང་བརྗོད་པར་བྱའོ། ||| they should burn aloeswood and Chinese or other incense, join their palms, and utter the name of the bodhisattva Ākāśagarbha at the break of dawn.
དེའི་སྐལ་བ་ཇི་ལྟ་བ་བཞིན་དུ་རིགས་ཀྱི་བུ་དེས་སེམས་ཅན་དེ་མཐོང་ནས་དེ་ལྟར་འདི་ལྟ་བུའི་གཟུགས་སུ་སྟོན་ཏེ། ||| “Having seen such sentient beings, this son of noble family will manifest in a form corresponding to their respective fortunes.
ལ་ལའི་མདུན་དུ་ནི་ཐ་མལ་པར་འདུག་སྟེ་ཆོས་འཆད་དོ། ། ||| Thus, in the presence of some, he will manifest in an ordinary form and teach the Dharma.
ལ་ལའི་མདུན་དུ་ནི་བྲམ་ཟེའི་གཟུགས་ཀྱིས། ལ་ལའི་མདུན་དུ་ནི་བུ་མོའི་གཟུགས་ཀྱི་བར་དུ་འདུག་སྟེ། ||| In the presence of others, he will teach in the form of a brahmin, and in the presence of yet others he may manifest in any other form, including the form of a girl,
བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་དེའི་ལྟུང་བའི་རྩ་བ་ཇི་ལྟར་བྱུང་བ་དེ་དག་འཆགས་སུ་འཇུག་གོ། ། ||| and cause the beginner bodhisattvas to disclose their root transgressions just as they occurred.
བླ་ན་མེད་པ་ཐེག་པ་ཆེན་པོའི་སྤྱོད་པ་ཟབ་པ་ཐབས་མཁས་པ་ཡང་དེ་ལ་སྟོན་པར་བྱེད་དོ། ||| He also teaches them expertise in skillful means, the profound conduct of the unsurpassable Mahāyāna.
ཏིང་ངེ་འཛིན་དང་། བཟོད་པ་དང་། གཟུངས་དང་། སའི་བར་དུ་ཡང་འཇོག་པར་བྱེད་དོ། ། ||| He establishes them in meditative concentration, tolerance, the dhāraṇīs, and the grounds.
དེའི་ཕྱིར་ངན་སོང་ཐམས་ཅད་ལས་ཡོངས་སུ་ཐར་ཅིང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ལས་ཀྱང་ཕྱིར་མི་ལྡོག་པར་འགྱུར་ཏེ། ། ||| As a result, they will be completely liberated from the lower realms and will not turn back from attaining perfectly complete enlightenment.
དེ་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་ལ་རྡོ་རྗེ་བཞིན་དུ་མཐུ་ཆེ་ཞིང་རྟུལ་བ་བརྟན་པར་འགྱུར། ། ||| In vajra-like manner, they will rely upon the six perfections with great strength and determination,
མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་ཡང་འགྱུར་རོ། ||| and will soon manifestly and completely awaken to unsurpassable, perfectly complete enlightenment.
གལ་ཏེ་དེས་བདག་ཉིད་མདུན་དུ་མངོན་སུམ་དུ་མ་བསྟན་ན་བྱང་ཆུབ་སེམས་དཔའ་དེས་སྐྱ་རེངས་འབྱུང་བའི་དུས་ཀྱི་ཚེ་ལངས་ཏེ། སྐྱ་རེངས་ལ་གསོལ་བ་གདབ་པར་བྱ་སྟེ། ། ||| “If he does not directly appear in front of them, the beginner bodhisattvas should rise before dawn and pray to Aruṇa,
འདི་སྐད་དུ་བརྗོད་པར་བྱའོ། ། ||| uttering these words:
སྐྱ་རེངས་སྐྱ་རེངས་ཐུགས་རྗེ་ཆེན་པོ་དང་ལྡན་པ། ། ||| ‘Aruṇa, Aruṇa, endowed with great compassion!
སྐྱ་རེངས་ཁྱོད་འཛམ་བུའི་གླིང་འདིར་ཤར་མ་ཐག་ཏུ་བདག་ལ་ཐུགས་རྗེས་དགབ་པར་མཛོད་ཅིག ། ||| Aruṇa, as soon as you have risen in this world, enfold me in your compassion.
ནམ་མཁའི་སྙིང་པོ་ཐུགས་རྗེ་ཆེན་པོ་ལ་བདག་གི་ཚིག་གིས་གསུངས་ཏེ། ||| Convey these words of mine to Ākāśagarbha, the one of great compassion:
ཅི་ནས་ཀྱང་དེ་དག་གི་རྨི་ལམ་དུ་སྟོན་ཅིང་དེའི་སླད་དུ་བདག་ལྟུང་བའི་རྩ་བ་འཆགས་པར་འགྱུར་བ་དང་། ། ||| Please show yourself in my dreams so that I may disclose my root transgressions.
འཕགས་པའི་ཐེག་པ་ཆེན་པོ་ལས་ཐབས་དང་ལྡན་པའི་ཡེ་ཤེས་ཀྱི་མིག་ཆེན་པོ་ཐོབ་པར་འགྱུར་བར་མཛོད་ཅེས་བྱས་ཏེ། ||| Lead me to obtain the great eyes of wisdom endowed with the skillful means of the noble Mahāyāna.’
དེས་དེའི་ཚེ་མལ་དུ་གཉིད་ལོག་པར་བྱའོ། ||| “Then they should go back to bed to sleep.
སྐྱ་རེངས་ཤར་མ་ཐག་ཏུ་ཡང་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་ལྟུང་བ་བྱུང་བ་དེའི་རྨི་ལམ་དུ་སྟོན་པར་བྱེད་དེ། ||| Here too, the bodhisattva Ākāśagarbha will appear at the break of dawn in the dreams of those beginner bodhisattvas who have committed a transgression,
ཡེ་ཤེས་ཀྱི་ཐབས་ཆེན་པོས་དེའི་ལྟུང་བའི་རྩ་བ་ཡང་འཆགས་སུ་འཇུག་གོ། ། ||| and with great skillful means of primordial wisdom he will lead them to disclose their root transgressions.
ཐབས་དང་ལྡན་པའི་ཡེ་ཤེས་ཀྱང་སྟོན་པར་བྱེད་དེ། ||| He also teaches primordial wisdom endowed with skillful means.
དེའི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་དེ་དེ་ཉིད་དུ་བྱང་ཆུབ་ཀྱི་སེམས་མི་བརྗེད་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་འཐོབ་པར་འགྱུར་རོ། ། ||| This enables the beginner bodhisattvas to obtain the meditative concentration called not forgetting the mind of enlightenment at that very moment.
ཐེག་པ་ཆེན་པོ་ལ་ཡང་ཤིན་ཏུ་གནས་པར་འགྱུར། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་ཀྱང་མྱུར་དུ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་རོ། ||| They will firmly abide by the Mahāyāna and swiftly come to complete the six perfections.
གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་དག་ལ་ལ་ཞིག་ལ་ ||| “Furthermore, beginner bodhisattvas may say to some people,
ཁྱོད་ཀྱིས་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་ལ་སྤྱོད་མི་ནུས། ། ||| ‘You are not able to engage in the practice of the six perfections.
ཁྱོད་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་མི་ནུས་ཀྱིས། ||| You are not able to manifestly and completely awaken to unsurpassable, perfectly complete enlightenment.
ཁྱོད་མྱུར་དུ་ཉན་ཐོས་ཀྱི་ཐེག་པའམ། རང་སངས་རྒྱས་ཀྱི་ཐེག་པ་ལ་སེམས་བསྐྱེད་ཅིག་དང་། དེའི་ཕྱིར་ཁྱོད་མྱུར་དུ་འཁོར་བ་ལས་ངེས་པར་འབྱུང་བར་འགྱུར་རོ་ཞེས་ ||| Therefore, quickly turn your minds to either the Śrāvaka Vehicle or the Pratyekabuddha Vehicle and you will swiftly be definitively released from saṃsāra.’
ཇི་ལྟར་སྔར་བཤད་པའི་བར་དུ་དེ་སྐད་ཟེར་ན་དེ་ནི་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལྟུང་བའི་རྩ་བ་གཉིས་པའོ། ||| Speaking such words is the second root transgression for a beginner bodhisattva.
གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་ལ་ལ་ཞིག་ལ་ ||| “Furthermore, beginner bodhisattvas may say to some,
ཀྱེ་ཁྱོད་ཀྱི་སོ་སོར་ཐར་པའི་འདུལ་བ་དང་། ཚུལ་ཁྲིམས་དང་། ལེགས་པར་སྤྱད་པས་ཅི་ཞིག་བྱ། ||| ‘Oh! What is the use of practicing the vinaya of the prātimokṣa, ethical discipline, and good conduct?
ཁྱོད་མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་ཅིང་། ཐེག་པ་ཆེན་པོ་ལྷོགས་ཤིག ||| You should swiftly bring forth the mind that strives for unsurpassable, perfectly complete enlightenment and study the Mahāyāna.
དེའི་ཕྱིར་ཉོན་མོངས་པའི་རྐྱེན་གྱིས་ཁྱོད་ཀྱི་ལུས་དང་། ངག་དང་། ཡིད་ཀྱིས་མི་དགེ་བའི་ལས་གང་ཆུང་ཟད་བསྒྲུབས་པ་དེ་དག་དེའི་ཕྱིར་དག་ཅིང་རྣམ་པར་སྨིན་པར་འགྱུར་བ་མེད་དོ་ ||| Then even the tiniest unwholesome deeds you have committed with your body, speech, and mind due to the afflictions will be purified, and they will not come to maturation.’
དེ་སྐད་ཟེར་ན། དེ་ནི་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལྟུང་བའི་རྩ་བ་གསུམ་པའོ། ||| Saying these words is the third root transgression for beginner bodhisattvas.
གཞན་ཡང་རིགས་ཀྱི་བུ་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པ་ལ་ལ་ཞིག་ལ། ||| “Furthermore, son of noble family, beginner bodhisattvas may say to some,
རིགས་ཀྱི་བུ་ཁྱོད་ཀྱིས་ཉན་ཐོས་ཀྱི་ཐེག་པའི་གཏམ་སྤོངས་ཤིག ། ||| ‘Son of noble family, eschew the discourses of the Śrāvaka Vehicle!
རིགས་ཀྱི་བུ་ཁྱོད་ཀྱིས་ཉན་ཐོས་ཀྱི་ཐེག་པའི་གཏམ་སྤོང་བར་གྱིས་ཤིག ||| Son of noble family, eschew the discourses of the Śrāvaka Vehicle!
མ་ཉན་ཅིག །མ་ཀློག་ཅིག །གཞན་ལ་མ་སྟོན་ཅིག ||| Do not listen to them, do not read them, and do not teach them to others.
ཁྱོད་ནི་དེའི་ཕྱིར་འབྲས་བུ་ཆེན་པོ་འཐོབ་པར་མི་འགྱུར་རོ། ||| They are the reason why you cannot obtain the great result,
ཁྱོད་ནི་དེའི་ཕྱིར་ཉོན་མོངས་པ་རྣམས་མཐར་འབྱིན་པར་བྱེད་མི་ནུས་ཀྱིས། ། ||| why you are not able to eradicate the afflictions.
ཁྱོད་ཐེག་པ་ཆེན་པོའི་གཏམ་ལ་དད་པར་གྱིས་ཤིག ། ||| Therefore, have faith in the discourses of the Mahāyāna.
ཐེག་པ་ཆེན་པོ་ཉོན་ཅིག ། ||| Listen to the Mahāyāna,
ཁྱོད་ཐེག་པ་ཆེན་པོ་ལྷོགས་ཤིག ། ||| study the Mahāyāna,
གཞན་ལ་སྟོན་ཅིག་དང་ ||| and teach it to others.
དེའི་ཕྱིར་ཁྱོད་ངན་འགྲོ་དང་། ངན་སོང་གི་ལམ་ཐམས་ཅད་དུ་འགྲོ་བར་མི་འགྱུར་ཞིང་། ||| Thus you will not go to the lower realms, you will not enter any path leading to the lower realms,
མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་འགྱུར་རོ་ཞེས་དེ་སྐད་སྨྲས་ནས། ||| and swiftly you will manifestly and completely awaken to unsurpassable, perfectly complete enlightenment.’
གལ་ཏེ་དེ་དེའི་ཚིག་བཞིན་དུ་བྱེད་ཅིང་ལྟ་བའི་རྣམ་པ་དེ་ལྟ་བུ་ལེན་པར་བྱེད་ན་གཉི་ག་ཡང་ལྟུང་བའི་རྩ་བར་འགྱུར་ཏེ། ||| If these words are spoken and the listener acts accordingly and adopts a similar view, then both actions incur a root transgression.
འདི་ནི་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལྟུང་བའི་རྩ་བ་བཞི་པའོ། ། ||| This is the fourth root transgression of beginner bodhisattvas.
གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་བ་དག་ལྕེ་གཉིས་པར་འགྱུར་ཏེ། ||| “Furthermore, beginner bodhisattvas may be two-faced,
གཞན་དུ་སེམས་ལ་གཞན་དུ་སྟོན་ཅིང་ ||| thinking one thing but professing another.
ཐེག་པ་ཆེན་པོ་འདི་ཡང་སྒྲ་གྲགས་པ་དང་། ཚིགས་སུ་བཅད་པ་དང་། རྙེད་པ་དང་། བཀུར་སྟིའི་ཕྱིར་འདོན་པར་བྱེད། ཁ་ཏོན་བྱེད། འཛིན་པར་བྱེད། ཀློག་པར་བྱེད། འཆད་པར་བྱེད། ||| They may also propagate and versify the Mahāyāna teachings, and for the purpose of gain and honor they may chant those verses, recite, memorize, read, and explain them,
ཕ་རོལ་ལ་ཡང་ཐོས་པ་ཙམ་སྟོན་པར་བྱེད་ཅིང་བདག་ནི་ཐེག་པ་ཆེན་པོ་པ་ཡིན་གྱི། གཞན་ནི་མ་ཡིན་ནོ་ཞེས་དེ་སྐད་ཟེར་ཞིང་ ||| and even teach others things that they have merely heard, saying, ‘I am a follower of the Mahāyāna; others, however, are not.’
རྙེད་པ་དང་བཀུར་སྟིའི་ཕྱིར་གཞན་ལ་ཕྲག་དོག་ཏུ་བྱེད་ལ། ཕ་རོལ་གང་ལས་ཉེ་བར་སྤྱོད་པ་དང་ཡོངས་སུ་སྤྱོད་པ་ཐོབ་པར་འགྱུར་བ་ལ་དེའི་རྐྱེན་གྱིས་དེ་དག་འཁྲུག་པར་འགྱུར། ||| Because they seek gain and honor, they act jealously and become upset when others are appreciated and respected.
དེ་དག་གི་མིང་བརྗོད་པར་བྱས་ཏེ་སྨོད་པར་བྱེད། བརྙས་པར་བྱེད། ངན་དུ་རྗོད་པར་བྱེད། ||| Uttering their names, they disparage, abuse, and speak badly of them,
བདག་སྟོད་པར་བྱེད་ཅིང་དེ་དག་ཕྲག་དོག་གི་རྒྱུས་བདག་མིའི་ཆོས་བླ་མ་དང་ལྡན་པར་འཆད་པར་བྱེད་དེ། ||| praising themselves instead. Out of jealousy, they say, ‘I possess supreme qualities.’
དེའི་ཕྱིར་དངོས་པོ་དེས་ལྷུང་བར་འགྱུར། ཐེག་པ་ཆེན་པོའི་བདེ་བ་ལས་ཕས་ཕམ་པར་གྱུར་ནས་ ||| This action constitutes a transgression and deprives them of the happiness of the Mahāyāna.
